sku,name,desc,price,promo_price,Category,expression
BEL0198,Belkin Rockstar Road 4 USB Car Charger 7.2A Black,Car Charger with 4 USB ports (1A and 2.4A) for iPhone and iPad,34.99,19.99,,
SAN0122,Sandisk Extreme Pro 128GB SDXC Memory Card UHS-I U3 V30 95MB / s-90MB / s,Memory card SDXC UHS Class 3 128GB speeds 95MB / s-90MB / s,89.99,80.28,,
DLL0037,"Dell U2417H Monitor 238 ""FHD HDMI MHL miniDP DP",Monitor 238 inch FHD sRGB 99% pivotable and rotational movement for Mac and PC.,292.99,255.99,,
LAC0180,LaCie Porsche Design Mobile Hard Drive 1TB USB-C and USB 3.0,External Hard Drive 1TB USB-C and USB 3.0 connection for Mac and PC,104.99,78.99,,
LAC0181,LaCie Porsche Design Mobile Hard Drive 2TB USB-C and USB 3.0,2TB External Hard Drive USB-C and USB 3.0 connection for Mac and PC,134.99,99.99,,
LAC0182,LaCie Porsche Design Mobile Hard Drive 4TB USB-C and USB 3.0,4TB External Hard Drive USB-C and USB 3.0 connection for Mac and PC,199.99,135.99,,
BEL0230,Belkin Cable HDMI to HDMI 4K 18m,Cable HDMI to HDMI 4K resolution 18m,19.99,13.99,,
BEL0234,Cable Belkin Mini DisplayPort to HDMI 4K 18mm,Mini DisplayPort to HDMI Cable High Resolution 18m,39.99,26.99,,
BEL0223,Belkin USB-C VGA Adapter Black,USB-C VGA adapter 15 cm long MacBook,37.99,26.99,,
BEL0225,Belkin USB-C Ethernet Adapter Black,USB-C Gigabit Ethernet adapter for MacBook and MacBook Pro 2016,34.99,30.99,,
APP1574,"Apple MacBook Retina 12 ""Core m3 11GHz | 8GB RAM | 256GB Space Gray",New MacBook Retina Display 12-inch Core 8GB RAM 256GB m3 11GHz Space Gray,1449,1355.58,,
APP1581,"Apple MacBook Air 13 ""i5 16 Ghz | 8GB RAM | 128GB Flash",laptop MacBook Air 13 inch i5 16GHz 8GB RAM 128GB Flash (MJVE2Y / A),1099,985.58,,
APP1582,"Apple MacBook Air 13 ""i7 22 Ghz | 8GB RAM | 128GB Flash",laptop MacBook Air 13 inch i7 22GHz 8GB RAM 128GB Flash (MJVE2Y / A),1219,1164.59,,
APP1583,"Apple MacBook Air 13 ""i5 16 Ghz | 8GB RAM | 256GB Flash",laptop MacBook Air 13 inch i5 16GHz 8GB RAM 256GB Flash (MJVG2Y / A),1349,116.56,,
APP1585,"Apple MacBook Air 13 ""i7 22 Ghz | 8GB RAM | 256GB Flash",laptop MacBook Air 13 inch i7 22GHz 8GB RAM 256GB Flash (MMGG2Y / A),1469,1402.58,,
APP1586,"Apple MacBook Air 13 ""i7 22 Ghz | 8GB RAM | 512GB Flash",laptop MacBook Air 13 inch i7 22GHz 8GB RAM 512GB Flash (MMGG2Y / A),1709,1630.58,,
WOE0007,Wowewa Protector Tempered Glass iPhone 6 / 6S,Tempered glass protector for iPhone 6 / 6S,9.99,7.99,,
WOE0008,Wowewa Protector Tempered Glass iPhone 6s Plus / 6 Plus,Tempered glass protector for iPhone 6s Plus / 6 Plus,9.99,7.99,,
PAC1400,Elgato Eve and Energy Plug Power Wireless Sensor Pack 2 units,Control on / off and power / consumer remote sensor for iPad iPhone iPod Touch and Apple Watch,99.98,96.99,,
THU0025,"21Mochila Thule Crossover MacBook Pro 15 ""Black",Lightweight waterproof backpack with several compartments for MacBook Pro and iPad,99.95,89.99,,
APP1570,Apple Lightning to USB 3.0 Adapter,Lightning connector adapter to USB camera,45,42,,
LEX0034,Lexar JumpDrive Lightning USB 3.0 C20i Pendrive 64GB,64GB external memory with Lightning to USB connection and application for iPhone iPod and iPad,108.9,53.28,,
WAC0191,Education - Wacom Intuos Comic M Black,multi-touch graphics tablet with pen precision and free software for Mac and PC,199.99,152.99,,
LGE0038,"24MP88HV LG Monitor 24 ""IPS MaxxAudio UltraSlim sRBG 99%",Monitor sRGB99% 24 FHD thin frame 2 speakers and multi functions for Mac and PC,239,21.7,,
DLL0044,"Dell Monitor P4317Q 425 """" IPS 4K DP mDP 1.2",425 inch monitor for Mac,1008.99,78,,
BEL0188,Belkin Bluetooth Keypad YourType aluminum Mac,Keypad for Mac,59.99,59.99,,
LGE0041,"32MP58HQ-P Monitor LG 315 ""HDMI IPS",IPS Monitor with HDMI connection and sensor stability blacks for Mac,259,239,,
PAC1427,Synology DS916 + | 8GB RAM Mac and PC Server Nas,4-bay NAS server and 8GB of RAM for Mac iPad and iPhone,629.2,628.99,,
PAC1433,Synology DS916 + Pack | 8GB RAM | WD 16TB Network,Synology DS916 + with 8GB of RAM memory + 16TB (4x4TB) Network WD Hard Drive for Mac and PC,1305.2,1186.37,,
SYN0142,Synology DS916 + | 8GB RAM Mac and PC Server Nas,4-bay NAS server and 8GB of RAM for Mac iPad and iPhone,629.2,628.9,,
NTE0103,"NewerTech NuPower 55 W Battery for MacBook Air 13 ""late 2010 - early 2015",Battery Compatible with MacBook Air 13 inch from late 2010 to early 2015,119.99,94.99,,
LGE0040,"29UB67-B LG Monitor 29 ""HDMI DP tiltable / pivotable / adjustable height",29 ultra widescreen IPS Monitor Dual Link-Up sRGB 99% for Mac and PC,349,289,,
MAC0137,Macally Keyboard Magic Keyboard Protector Transparent cover,Keyboard Cover for Apple Magic Keyboard,16.95,11.99,,
WDT0329,WD My Cloud EX4100 NAS server Mac and PC,NAS 4-bay Network Storage 3 USB 3.0 ports (one port direct copy) for Mac and PC,339.99,281.99,,
IFX0055,"iFixit battery Macbook Pro 13 ""OEM (Mid 2009 / Mid 2010 / Early 2011 / Late 2011 / Mid 2012)",OEM battery for MacBook Pro 13,99.95,99.99,,
SAN0133,Sandisk iXpand Lightning to USB 3.0 32GB,32GB storage unit for iPhone and iPad,49.99,45,,
SAN0134,Sandisk iXpand Lightning to USB 3.0 64GB,64GB storage unit for iPhone and iPad,69.99,5.7,,
SAN0135,Sandisk iXpand Lightning to USB 3.0 128GB,128GB storage unit for iPhone and iPad,99.99,82,,
OTT0132,OtterBox Symmetry Alpha Glass Case + Screen Protector + Program 1 M ± or guarantee for iPhone 6 / 6S Black,Pack OtterBox Symmetry Case + Screen Protector + 1 M ± or warranty Black iPhone 6S,49.99,11.99,,
KEN0243,Dock Kensington USB-C to USB 3.1 / USB-C / Ethernet / HDMI,USB-Hub USB 3.1 ports C / USB-C / Ethernet / HDMI (compatible with Thunderbolt 3) for Mac and PC,310.99,229.99,,
OTT0142,Case Otterbox Clearly Protected gel + Alpha Glass Glass Protector iPhone SE / 5s / 5 Transparent,Screensaver + anti-scratch transparent gel case iPhoneSE / 5s / 5,34.99,24.99,,
PAC1451,My Cloud EX2 Ultra Pack | WD 8TB Network,WD My Cloud EX2 Ultra + 8TB (2x4TB) Network WD Hard Drive for Mac and PC,507.99,391.18,,
SYN0146,Synology NAS Server DS416Play Mac and PC,4-bay NAS served 1GB RAM transcodifiación 4K for Mac and PC,434.99,433.99,,
TUC0277,"Svolta Tucano MacBook Pro Sleeve bag / Retina / Air 13 ""Black",compact case for MacBook / Air 13 and 13 inches MacBook Retina,29.9,24.99,,
TUC0278,"Svolta Tucano MacBook Pro Sleeve bag / Retina 15 ""Black",briefcase robust design and protection Macbooks 360 degrees / 15 inch Retina,34.9,29.99,,
TUC0279,"Backpack Agio Tucano MacBook Pro / Retina / Air 13 ""Black",Nylon backpack with internal compartment anti vibration for Macbook Air 13 MacBook Pro 13 MacBook Pro Retina 13,59.9,49.99,,
LAC0185,2TB LaCie Rugged USB 3.0 Thunderbolt,Wireless Portable Hard Thunderbolt and USB 3.0 Mac and PC disk.,204.99,166,,
BEL0108,Belkin Screen iPhone 3 Cases antihuellas SE / 5s / 5c / 5,Set of 3 Screen Protectors for iPhone SE / 5s / 5,12.99,9.99,,
LAC0186,1TB LaCie Rugged USB 3.0 Thunderbolt,Portable Hard Disk Thunderbolt and USB 3.0 Mac and PC.,159.99,129.9,,
SYN0147,Synology DS216 + II NAS Server Mac and PC,NAS with 4K transcoding and forward button directly copy for Mac and PC,332.75,332.99,,
GRT0425,Griffin Magnetic BreakSafe-C USB charging cable 18m,Charging cable and connector magnetic fast libreación Griffin Macbook 12 inches,34.99,28.99,,
LIF0112,LifeProof Fre Submersible Case iPhone 5 / 5S Black,waterproof and extreme conditions Case for iPhone SE / 5s / 5,79.99,59.99,,
LAC0187,LaCie Porsche Design Mobile Hard Drive 2TB USB-C and USB 3.0 Gold,2TB External Hard Drive USB-C and USB 3.0 connection for Mac and PC,134.99,99.99,,
LAC0190,LaCie Porsche Design Hard Drive 8TB USB-C and USB 3.0,Desktop Hard Drive 8TB USB-C adapter cable connection for Mac and PC,309.99,247.99,,
KIN0161,Kingston SSD Disk 120GB UV400,SSD HDD 120GB SATA 3.0 6Gb / s for Mac and PC,64.9,51.5,,
CRU0051,Crucial MX300 525GB SSD Disk,SSD 525GB SATA Hard Disk 3.0 (6Gb / s) for Mac and PC,158.66,144.99,,
CRU0052,Crucial MX300 750GB SSD Disk,SSD 750GB SATA Hard Disk 3.0 (6Gb / s) for Mac and PC,260.9,205.59,,
CRU0053,Disk 1TB SSD Crucial MX300,1050GB SSD Hard Drive SATA 3.0 (6Gb / s) for Mac and PC,293.34,248.99,,
PAC1498,"Samsung SSD 850 expansion kit EVO 500 GB for iMac 27 ""2012-2015",SSD upgrade kit 500GB for 27-inch iMac Late 2012 Late 2015 tools,259.97,203.58,,
PAC1499,"Samsung SSD 850 expansion kit EVO 1TB iMac 27 ""2012-2015",SSD upgrade kit 1TB iMac 27-inch Late 2012 Late 2015 tools,469.97,352.58,,
BNQ0049,"VZ2470H BenQ Monitor 24 ""FHD Panel Ultrathin VA",24 FHD monitor for home use slim frame and panel VA for Mac and PC,143,14.3,,
NTE0062,"NewerTech NuPower Battery 65W MacBook Pro 13 ""2009/2012 (not retina)",65W internal battery for MacBook Pro 13 inch 2009-12,131.99,105.99,,
EIZ0017,"Eizo Color Edge 241 CS2420 Monitor ""Adobe pivotable + 99% Garanti 5 years",LCD monitor for shooting 241 inches and Professional Edition with integrated calibrator and egonómico design for Mac and PC,908.71,699.99,,
EIZ0018,Eizo Ex3 color calibrator,Eizo color calibrator EX3 to keep accurate and precise colors for Eizo ColorEdge monitor,111.32,104.99,,
GTE0081,G-Technology G-RAID Thunderbolt 20TB Extraible 2 USB 3.0 silver,20TB RAID disk with 2 bays and removable disks Thunderbolt connection 2 and USB 3.0 for Mac and PC,1358.99,1124.99,,
SAN0147,Pendrive 32GB SanDisk Ultra Dual USB-C / USB,32GB flash drive with two different USB-C and USB connection for Mac and PC,19.99,20,,
SAN0148,Pendrive 64GB SanDisk Ultra Dual USB-C / USB,64GB flash drive with two different USB-C and USB connection for Mac and PC,30.99,33,,
LAC0198,LaCie Porsche Design Mobile Hard Drive Disk USB 3.0 2TB,Aluminum External Hard Drive 2TB with USB3.0 connection for Mac and PC,109.99,9,,
APP1628,"Smart Apple iPad Keyboard Case with Keyboard Pro 9.7 """,Cover with keyboard shortcuts and Spanish (direct connection) for iPad Pro 97,169,158,,
APP1629,"Apple iPad Case Smart Keyboard Pro 12.9 """,Cover with keyboard shortcuts and Spanish (direct connection) for iPad Pro 12.9,189,189,,
BEL0263,"Belkin Pleated MacBook Pro 13.3 ""Black",Cover lightly with zippers with soft fabric folds and front pocket for 13.3 inch Macbooks,39.99,19.99,,
SYN0150,Synology RackStation RS816 NAS,NAS server rack mounted 1U 4-bay Ethernet LAN and two dual-core CPU ports for Mac and PC,550.99,538.99,,
BEL0268,Belkin RockStar MIXIT External Battery Power Bank 10000 mAh Gray Space,Portable external battery compartment for cables (Lightning and microUSB cable included) for iPhone and iPad,99.99,82.99,,
MIC0037,Office Home and Student 2016 Software for Mac,Microsoft Software license to users for Mac Home and Student,149.99,134.99,,
WDT0341,WD My Cloud Server Pro PR4100 Nas Mac and PC,4-bay NAS disks without processor Intel 4-core 4GB USB3.0 memory port for Mac and PC,539.99,472.19,,
LAC0200,LaCie Rugged Hard Disk Raid 4TB Thunderbolt USB 3.0,"rugged, compact 4TB hard drive with USB 3.0 and Thunderbolt RAID system for Mac and PC",399,324.99,,
SYN0152,Synology RackStation NAS RS3617RPxs,12-bay NAS server Enterprise 8GB memory for Mac and PC,3392.73,3356.99,,
QNA0177,QNAP TS-251A 2GB RAM NAS,NAS with 2GB of RAM and USB port for direct access to Mac and PC,349.69,309.99,,
WDT0342,"WD Red Pro 4TB 35 ""Sata 3 7200RPM",Hard disk WD Red Pro designed for NAS 4TB,279,179.99,,
WDT0343,"WD Red Pro 6TB 35 ""Sata 3 7200RPM",Hard disk WD Red Pro 6TB NAS designed for Mac and PC,319.99,231.99,,
WDT0379,"WD Red Pro 8TB 35 ""Sata 3 7200RPM",Hard disk WD Red Pro designed for NAS 8TB,489,299.99,,
APP1645,Apple iPhone 7 32GB Silver,New Apple iPhone 32GB Free Silver 7,639,626,,
APP1649,Apple iPhone 7 128GB Silver,New Apple iPhone 7 128GB free Plata,749,734,,
APP1665,32GB Apple iPhone 6s Rose Gold,New 32GB iPhone 6S Libre.,529,519,,
APP1664,Apple iPhone 6s 32GB Gold,New 32GB iPhone 6S Libre.,529,519,,
APP1662,Apple iPhone 6s 32GB Space Gray,New 32GB iPhone 6S Libre.,529,519,,
APP1663,Apple iPhone 6s 32GB Silver,New 32GB iPhone 6S Libre.,529,519,,
APP1659,Apple iPhone 6s Plus 32GB Silver,New iPhone 6S Plus 32GB Free.,639,626,,
APP1658,Apple iPhone 6s Plus 32GB Space Gray,New iPhone 6S Plus 32GB Free.,639,626,,
OTT0161,Otterbox Clearly Protected Alpha Glass Protector iPhone 8/7 / 6s / 6,Screen saver fortified anti-scratch glass for iPhone 8/7 / 6s / 6,24.99,18.99,,
APP1644,Apple iPhone 7 32GB Black,New Apple iPhone 32GB 7 Free Black,639,626,,
APP1648,Apple iPhone 7 128GB Black,New Apple iPhone 7 Free Black 128GB,749,734,,
APP1646,Apple iPhone 32GB Gold 7,New Apple iPhone 32GB 7 Free Gold,639,626,,
APP1650,Apple iPhone 7 128GB Gold,New Apple iPhone 7 128GB Free Gold,749,734,,
APP1647,Apple iPhone 32GB Rose Gold 7,New Apple iPhone 32GB Rose Gold 7 Free,639,626,,
APP1651,Apple iPhone 7 128GB Gold Rosa,New Apple iPhone 7 128GB Rose Gold free,749,734,,
APP1652,Apple iPhone 7 128GB Black Bright,New Apple iPhone 7 128GB Black Free Bright,749,734,,
APP1657,Apple iPhone 7 256GB Black Bright,New Apple iPhone 7 256GB Black Free Bright,990.33,990.33,,
APP1634,Apple iPhone 7 Plus 128GB Black Bright,New Apple iPhone 7 Plus 128GB Black Free Bright,889,87.2,,
APP1640,Apple iPhone 7 Plus 32GB Black,New 32GB Apple iPhone 7 Plus Free Black,779,764,,
APP1630,Apple iPhone 7 Plus 128GB Black,New Apple iPhone 7 Plus Free Black 128GB,889,87.2,,
APP1641,Apple iPhone 7 Plus 32GB Silver,New Apple iPhone 32GB 7 plus free Plata,779,764,,
APP1642,Apple iPhone 7 Plus 32GB Gold,New Apple iPhone 32GB 7 plus free gold,779,764,,
APP1632,Apple iPhone 7 Plus 128GB Gold,New Apple iPhone 7 Plus 128GB Free Gold,889,87.2,,
APP1637,Apple iPhone 7 Plus 256GB Gold,New Apple iPhone 7 Plus 256GB Free Gold,1130.33,949,,
APP1643,Apple iPhone 7 Plus 32GB Rose Gold,New Apple iPhone 32GB Rose Gold Plus 7 Free,779,764,,
APP1633,Apple iPhone 7 Plus 128GB Rose Gold,New Apple iPhone 7 Plus 128GB Rose Gold free,889,87.2,,
APP1638,Apple iPhone 7 Plus 256GB Rose Gold,New Apple iPhone 7 Plus 256GB Rose Gold free,1130.33,1130.33,,
LGE0044,"LG 27UD88-W Monitor 27 ""UHD 4K USB 3.0 USB-C",99% Professional Monitor sRGB color calibrator cable USB-C connection for Mac and PC,599,559.99,,
APP1675,Apple EarPods headphones with Lightning connector,Lightning headphone connector microphone and remote for iPhone iPad and iPod,35,32.99,,
APP1685,Adapter Apple Lightning to headphone jack 3.5 mm Jack,Lightning adapter for headphones or earphones Jack 3.5 mm connector for iPhone iPad and iPod,9,9,,
APP1809,Apple Apple Pack 4 Pencil Tips,4 extra points for Apple Pencil,25,25,,
SAM0116,"S22F350FHU Samsung Monitor 22 ""Full HD LED HDMI Black",22 Eco Monitor mode for energy saving super slim design and base circulate for Mac and PC,129.99,106.99,,
TUC0281,Tucano SOTTILE UltraSlim Case iPhone 8/7 Plus Transparent,transparent and flexible cover with 05mm thick for iPhone 8/7 Plus,9.9,7.99,,
SEA0099,"Hybrid Hard Drive Seagate 2TB FireCuda SSHD 35 ""Sata 3",HDD SSHD 2TB SATA interface 6 GB / s and 7200 rpm rotation speed for Mac and PC,139.99,99,,
SEA0100,Seagate 1TB hard drive FireCuda Hibrido SSHD 35 Sata 3,HDD SSHD 1 TB SATA 6 GB / s and 7200 rpm rotation speed for Mac and PC,99.99,79.58,,
TRK0011,Bravo Trackr Locator Silver Pack 2 units,2 locators objects with Bluetooth and APP for iPhone,54.99,49.99,,
DLL0046,"Dell UltraSharp U3417W 34 ""Curved Monitor DisplayPort HDMI",Curved Monitor WQHD with 4 USB 3.0 ports 2 HDMI 2.0 and 9W speakers for professional Mac and PC,989.99,824.99,,
APP1735,Apple Watch 42mm Aluminum Case Series 2 Space Gray and Black Belt Sport,Apple Watch 42 mm dual core processor with GPS retina display and submersible 50mts,469,469,,
BEL0285,Belkin iPhone Screen Protector InvisiGlass 8/7,Screensaver 2mm thick flexible glass absorbs impact iPhone,19.99,14.99,,
BEL0288,Belkin iPhone Screen Protector InvisiGlass 8 Plus / 7 Plus,Screensaver 20mm thick flexible glass absorbs impact iPhone 8 Plus / Plus 7,19.99,14.99,,
BEL0286,Belkin ScreenForce Tempered Glass Protector iPhone 8/7,Screensaver tempered glass 0.33mm thick hardness rating 9H iPhone,19.99,16.99,,
BEL0289,Tempered Glass Protector Belkin iPhone ScreenForce 8 Plus / 7 Plus,Screensaver tempered glass 0.33mm thick hardness rating 9H iPhone 8 Plus or 7 Plus,19.99,16.99,,
CRU0055,Crucial MX300 2TB SSD 7mm,2TB SSD Hard Drive SATA 3.0 (6Gb / s) for Mac and PC,580.55,479.99,,
SAN0161,SanDisk Connect Wireless Flash Drive 200GB Wireless,200GB pendrive with WIFI and USB 2.0 connection for iPhone iPad and Mac,109.99,93,,
OWC0189,SSD upgrade kit OWC Aura Pro 6G 240GB MacBook Pro Retina and MacBook Air 2013 to 2015,240GB SSD hard drive for MacBook Pro Retina Late 2015 and Mid 2013 Mid 2013 MacBook Air tools Early 2015,423.99,353.58,,
OWC0190,25 or OWC Dual Dock Station USB 3.1 HDD 35,Disk dock 25-inch and 35-inch USB 3.1 cable incluódo Mac and PC,96.99,76.99,,
PHI0076,Philips Hue Motion Motion Sensor,System motion sensor for Philips Hue,39.95,34.99,,
APP1922,AirPods Apple Bluetooth Headset for iPhone iPad iPod and Apple Watch,Apple AirPods wireless headsets and cargo transport box,179,161,,
LGE0045,LG 23MP48HQ-P 23 FHD IPS HDMI Monitor,Monitor with HDMI panel 23 iPS connection: accurate colors elegant and refined design for Mac and PC,149,129,,
BOS0043,Bose QuietComfort 35 Headphones MFi Black,Bluetooth headset made of nylon glass and up to 20 hours of music with unique sound for iPhone iPad and iPod,379,279,,
BOS0044,Bose Headphones Quietcomfort 35 MFi Plata,Bluetooth headset made of nylon glass and up to 20 hours of music with unique sound and iPod iPhoneiPad,379,279,,
LAC0202,Lacie Rugged Hard Drive 2TB USB-C,Hard disk external hard with anti-shock protection and USB-C connection for Mac and PC,154.99,114.99,,
LAC0203,Lacie Rugged Hard Drive 4TB USB-C,Hard disk external hard with anti-shock protection and USB-C connection for Mac and PC,219.99,170.99,,
LAC0208,LaCie d2 Hard Drive 8TB Thunderbolt 2 USB 3.0,8TB external hard drive designed to work 24x7 Thunderbolt 2 and 5 years warranty for Mac and PC,489,399.99,,
LAC0211,16TB LaCie 2big Thunderbolt 2,RAID 16TB double disc box designed to work 24x7 Thunderbolt 2 and 5 years warranty for Mac and PC,989,794.99,,
PAR0071,Parrot Bebop 2 White + Command FLYPAD and FPV Glasses,cuadricóptero wireless remote control with 25 minutes of autonomous control FLYPAD and FPV Glasses for iPhone iPad and iPod. Parrot,699,569,,
WDT0348,WD Blue 500GB SATA 3 SSD Disk 7mm,SSD 500GB SATA Hard Disk 3.0 (6Gb / s) for Mac and PC,169,15,,
LGE0046,"24UD58-B LG Monitor 238 ""4K UHD",238 inch monitor with 2 HDMI ports and a Display Port: sleek and slim design with support for Mac and PC ArcLine,349,285,,
DRO0026,5C Drobo 5-bay DAS RAID USB-C USB 3.0,RAID 5 bays and USB 3.0 Type-C for Mac and PC,429,368.99,,
APP1812,"Apple MacBook Pro 13 ""with Touch Bar GHz Core i5 29 | 8GB RAM | 256GB PCIe SSD Gray Space",New MacBook Pro 13-inch Core i5 Touch Bar to 29GHz with 8GB of RAM and 256GB SSD PCIe (MLH12Y / A),1999,1785.59,,
APP1839,"Apple MacBook Pro 13 ""Core i5 with Touch Bar 31GHz | RAM 16GB | 256GB PCIe SSD Gray Space",New MacBook Pro 13-inch Core i5 Touch Bar to 31GHz with 16GB of RAM and 256GB SSD PCIe (MLH12Y / A),2359,2247.58,,
APP1842,"Apple MacBook Pro 13 ""with Touch Bar GHz Core i5 29 | RAM 16GB | 256GB PCIe SSD Gray Space",New MacBook Pro 13-inch Core i5 Touch Bar 29 GHz with 16GB of RAM and 256GB SSD PCIe (MLH12Y / A),2239,206.56,,
APP1847,"Apple MacBook Pro 13 ""with Touch Bar GHz Core i5 29 | RAM 16GB | 256GB PCIe SSD Plata",New MacBook Pro 13-inch Core i5 Touch Bar 29 GHz with 16GB of RAM and 256GB SSD PCIe (MLH12Y / A),2239,206.56,,
APP1813,"Apple MacBook Pro 13 ""with Touch Bar GHz Core i5 29 | 8GB RAM | 256GB PCIe SSD Plata",New MacBook Pro 13-inch Core i5 Touch Bar to 29GHz with 8GB of RAM and 256GB SSD PCIe (MLVP2Y / A),1999,1795.58,,
APP1814,"Apple MacBook Pro 13 ""with Touch Bar GHz Core i5 29 | 8GB RAM | 512GB PCIe SSD Gray Space",New MacBook Pro 13-inch Core i5 Touch Bar to 29GHz with 8GB of RAM and 512GB of SSD PCIe (MNQF2Y / A),2199,2036.58,,
APP1853,"Apple MacBook Pro 13 ""with Touch Bar 33GHz Core i7 | RAM 16GB | 512GB PCIe SSD Gray Space",New MacBook Pro 13 inch Touch Bar 33 GHz Core i7 with 16GB of RAM and 512GB of SSD PCIe (MNQF2Y / A),2799,266.56,,
APP1854,"Apple MacBook Pro 13 ""with Touch Bar 33GHz Core i7 | 16GB RAM | 1TB PCIe SSD Gray Space",New MacBook Pro 13 inch Touch Bar 33 GHz Core i7 with 16GB of RAM and 1TB PCIe SSD (MNQF2Y / A),3279,2965.6,,
APP1860,"Apple MacBook Pro 13 ""Core i5 with Touch Bar 31GHz | RAM 16GB | 512GB PCIe SSD Plata",New MacBook Pro 13-inch Core i5 Touch Bar 31 GHz with 16GB of RAM and 512GB of SSD PCIe (MNQG2Y / A),2559,2355.59,,
APP1816,"Apple MacBook Pro 15 ""Core i7 Touch Bar 26GHz | RAM 16GB | 256GB PCIe SSD | 450 2GB Radeon Pro Space Gray",New MacBook Pro 15-inch Touch Bar to 26GHz Core i7 with 16GB of RAM and 256GB SSD PCIe (MLH32Y / A),2699,2385.59,,
APP1874,"Apple MacBook Pro 15 ""Core i7 Touch Bar 29GHz | RAM 16GB | 256GB PCIe SSD | 460 4GB Radeon Pro Space Gray",New MacBook Pro 15-inch Core i7 Touch Bar 29Ghz with 16GB of RAM and 256GB SSD PCIe (MLH32Y / A),3319,3159.58,,
APP1875,"Apple MacBook Pro 15 ""Core i7 Touch Bar 29GHz | RAM 16GB | 512GB PCIe SSD | 460 4GB Radeon Pro Space Gray",New MacBook Pro 15-inch Core i7 Touch Bar 29Ghz with 16GB of RAM and 512GB of SSD PCIe (MLH32Y / A),3559,338.76,,
APP1876,"Apple MacBook Pro 15 ""Core i7 Touch Bar 29GHz | 16GB RAM | 1TB PCIe SSD | 460 4GB Radeon Pro Space Gray",New MacBook Pro 15-inch Core i7 Touch Bar 29Ghz with 16GB of RAM and 1TB PCIe SSD (MLH32Y / A),4039,3843.58,,
APP1878,"Apple MacBook Pro 15 ""Core i7 Touch Bar 26GHz | RAM 16GB | 512GB PCIe SSD | 450 2GB Radeon Pro Space Gray",New MacBook Pro 15-inch Touch Bar to 26GHz Core i7 with 16GB of RAM and 512GB of SSD PCIe (MLH32Y / A),2939,2655.59,,
APP1879,"Apple MacBook Pro 15 ""Core i7 Touch Bar 26GHz | RAM 16GB | 512GB PCIe SSD | 460 4GB Radeon Pro Space Gray",New MacBook Pro 15-inch Touch Bar to 26GHz Core i7 with 16GB of RAM and 512GB of SSD PCIe (MLH32Y / A),3179,287.56,,
APP1818,"Apple MacBook Pro 15 ""Core i7 Touch Bar 27GHz | RAM 16GB | 512GB PCIe SSD | 455 2GB Radeon Pro Space Gray",New MacBook Pro 15-inch Touch Bar to 27GHz Core i7 with 16GB of RAM and 512GB of SSD PCIe (MLH42Y / A),3199,3006.6,,
APP1905,"Apple MacBook Pro 15 ""Core i7 Touch Bar 27GHz | 16GB RAM | 1TB PCIe SSD | 460 4GB Radeon Pro Space Gray",New MacBook Pro 15-inch Touch Bar to 27GHz Core i7 with 16GB of RAM and 1TB PCIe SSD (MLH42Y / A),3799,3615.58,,
APP1907,"Apple MacBook Pro 15 ""Core i7 Touch Bar 27GHz | 16GB RAM | 2TB PCIe SSD | 460 4GB Radeon Pro Space Gray",New MacBook Pro 15-inch Touch Bar to 27GHz Core i7 with 16GB of RAM and 2TB of SSD PCIe (MLH42Y / A),4759,3905.59,,
APP1925,"Apple MacBook Pro 15 ""Core i7 Touch Bar 27GHz | RAM 16GB | 512GB PCIe SSD | 460 4GB Radeon Pro Space Gray",New MacBook Pro 15-inch Touch Bar to 27GHz Core i7 with 16GB of RAM and 512GB of SSD PCIe (MLH42Y / A),3319,3159.58,,
APP1810,"Apple MacBook Pro 13 ""Core i5 2GHz | 8GB RAM | 256GB PCIe SSD Gray Space",MacBook Pro 13 inch i5 2GHz with 8GB RAM and 256GB SSD PCIe (MLL42Y / A),1699,1505.59,,
APP1811,"Apple MacBook Pro 13 ""Core i5 2GHz | 8GB RAM | 256GB PCIe SSD Plata",MacBook Pro 13 inch i5 2GHz with 8GB RAM and 256GB SSD PCIe (MLUQ2Y / A),1699,1505.59,,
APP1821,"Apple MacBook Pro 13 ""Core i5 2GHz | RAM 16GB | 256GB PCIe SSD Gray Space",MacBook Pro 13 inch i5 2GHz RAM 16GB SSD and 256GB PCIe (MLL42Y / A),1939,1847.58,,
APP1822,"Apple MacBook Pro 13 ""Core i5 2GHz | 8GB RAM | 512GB PCIe SSD Gray Space",MacBook Pro 13 inch i5 2GHz with 8GB RAM and 512GB SSD PCIe (MLL42Y / A),1939,1847.58,,
APP1882,"Apple MacBook Pro 15 ""Core i7 Touch Bar 26GHz | 16GB RAM | 2TB PCIe SSD | 450 2GB Radeon Pro Space Gray",New MacBook Pro 15-inch Touch Bar to 26GHz Core i7 with 16GB of RAM and 2TB of SSD PCIe (MLH32Y / A),4379,3539.59,,
APP1921,"Apple USB Power Adapter-C 87 W for MacBook Pro 15 """,USB-adapter 87 C current W MacBook Pro 15 inches,89,86,,
APP1920,Apple USB Power Adapter 61 W-C,USB-adapter 61 C current W MacBook Pro 13 inches,79,75,,
APP1919,Apple Thunderbolt Adapter 3 / USB-C Thunderbolt 2 White,Thunderbolt adapter 3 / USB-C Thunderbolt 2 MacBook Pro 13 inches and 15 inches,59,56,,
